Text,Label
በፖለቲካ ችግር መሰረት ብዙ ጋዜጠኞች ታጋዮች ታፈነው በመከላከያ ሐይል መወሰዳቸው ይታወቃል,Country
አገዛዙ ከህወሃቶች ጋር ባደረገው ስምምነት መሰረት ምን አልባት፣ ቀስ በቀስ ራያን እየለቀቀ ለትግራይ መስተዳደር ወደ ማስተላለፍ ሊሄድ እንደሚችል ብዙዎች ይናግራሉ,Country
ለአማራ የምታስብ ብትሆን በእትዮ ምድር በየክልሎ ያሎት ፓርትና ህዝህ መንግስትም ግንኝነት አደርገ እንዳይ ሞቱና እንዳይ ፈናቀል ማደርግ ነበርበት ጌና ለጌና ምርጫ አልፈ አማራን አድናሎ ወሸትነው ቤቴ ለመግባትና የአርቄና የጠላ ዋጋ ጎጅምና ጎደር ወድ ስሆን መሃል ግብተ ለእንደ ወያኔ ለመስርቅና ዘርን ከዘርሃይማኖትን ከሃይማኖት ለማስጨርስነው አርፈ,Non-Racist
የቆመው ለእምነቱ ስለዚህ ብትል አንሰማህም ዘርኛኛኛ ፋጋንንን,Individual
ምለው የበሰበሰ ጋላ ጴንጤ አብይ ተብዮው ታላቁ የመስቀል የሚከበርበት ኢሬቻ ጥንቆላ የሚያስመልክብን አስቦ ደደብብብ ጋላ እድሜህ ይጠር,Individual
ልፋ ቢልህ,Non-Racist
ቆንጆ ቆንጆ ሴቶች ባለጌ ወንዶችን እንደሚወዱ የገለጹበት መንገድ ገራሚ,Country
ኛው የአለም ጦርነት በሴቶች በወንዶች መሀከል የሚሆነው,Country
የኦህዴድ ኦነግ ሸኔ ሰራዊት ሰላይ መሆንዋ ኋላ ወደታወቀባት የለሚ በር ቀጠና ሴተኛ አዳሪ ቤት ገብተዉ እንደተቀመጡ በጀግኖቹ በወለቃ ግባር አሳምነዉ ብርጌድ ፋኖዎች ባደረጉት ኮፖሬሽን ከዘራፊዎቹ የፋሽስቱ ወታደሮች በተጨማሪ አብረዋቸው የነበሩ 5 የሸኔ አባሎች ተያዙ,Individual
የአማራ ውሸት ሰለቸኝ ያልተባለ ማውራት መዋሸት መቅጠፍ ማታለል መለያቸው ቀረ,Regional
ቅቅቅ ስንቱ የነሱማ ቆይ ሱዳን ገብታ ስትደበድበን የአጣፋ መልስ እራሳችሁን ተከላከላቹህ ብለው የፋኖውን ማሰራቸውን እረሳሃው,Non-Racist
ፋኖ ከተማረከን በኋላ ህዝቡ ወቀነቱን አውልቆ ነው እያለበሰን ያለዉ ስቃይ በፋኖ የለም,Individual
የኛ ሰውኮ አሽቃባጭ እንከን አታጡም ሃይማኖቱን አስበለጠ ስትሉ የባንክ እርእስ አመጣቹ ይድፋቹ አቦ,Individual
አድስ አለም ማርያም ሂድና ተሳለም በዛውም ስመ ጥር አርበኛ ጃጋሜ ኬሎን ቅድስት ቤተክርስቲያን የሀገር ባለውለታወችን አድርጋ ታሪክ ሰንዳ እንዳስቀመጠች ተመልከት,Country
ይህ የሚኒሻ ሰራዊት ከበላይ ከፍተኛ አመራሩ 98% በ ፅንፈኛ ኦሮሞ አመራሮች የተሞላ ሲሆን ተራ ወታደሩ 80% ያህሉ በኦነግ ወታደር ተዋቅሮ የተገነባ ነው ስንል በእውነተኛ መረጃ ይዘን ነው,Country
የአማራ ባለስልጣን ወደ አዘመመበት ለመዝመም እና የድል አጥቢያ ፋኖች ለመሆን አጥር ላይ ተንጠልጥላችሁ የምትጠባበቁ ሁሉ ነገ ትጠየቃላችሁ,Regional
የወረደ ቆሻሻና ዘረኛ ሚድያወች ዋልታ ቀዳሚ ሰፍራውን ይዞል,Individual
መዳረሻውን ቋሪት አድርጎ የገባው የብርሀኑ ጁላ ሰራዊት በፋኖ ሀይል ፊታውራሪነት የተመከተ ነው,Country
ከአሁን በሀላ የኢዩ ና የዮናታን አገልጋይ እንደሆንክ እምናስብ,Individual
ቡና አጣጭ ወንዳገረድ ተጨምሯል,Individual
ሀፍረት የሌላት የሴት ሰገጤ አይሻባችሁ አኡዙ ቢላህ አንዳንድ አቅማቸውን የማያውቁ ደናቁራን እንስቶች የሴት ወበቷ ሀያእዋ እንጅ ክፍት አፍነቷ,Country
ሁለንም የተገደሉ ኢትዮጵያውያንን ከቤተሰቦቻቸው በመጠየቅ በዝርዝር ይቅመጡ ታሪክ ነውና,Non-Racist
የቅዱስ ሚካኤል ረድኤት በረከቱ ምልጃው አይለያችሁ እለተ ሰንበት ይሁንልን,Non-Racist
አጀንዳ አንቀይርም ዳኒየ ተፋታን,Individual
ተራ ወታደሩ 80% ያህሉ በኦነግ ወታደር ተዋቅሮ የተገነባ ነው ስንል በእውነተኛ መረጃ ይዘን ነው ይህ ሰራዊት በኦሮሚያ ልዩ ሀይል እና በፈረሰው የመከላከያ ማልያ እንደአስፈላጊነቱ እየቀያየረ የአማራ ብቻ ሳይሆን በእስትራቴጂ እና እቅድ ተመርቶ ነው,Country
በሆዳም ተላላኪወች እየተመራ ለአማራ ድምጽ ሊሆን ይችላልያሽቃብጥ እንጅ የጌቶቹን እያየ,Non-Racist
ሁላችሁም ከአደም ናቹ አደም ከአፈር ተወዳጁ ነብይ ሙሃመድ,Non-Racist
የወያኔ ደብረፅዮን በቤተክርስቲያን ፀሎት ሲያደርጉ ጦርነት የተከፈተባቸው ያስመስሉታል የኦነግ ጃዋር ተሰብስበው እየቃሙ ሰላም ሲወያዩ የታሰሩ ያስመሉታል የፈለገ ብትቀባው ወንጀላቸውን አለም ያውቃል ህዝብም ፍርዳቸውን እስኪያገኙ በንቃት ይከታተላል,Individual
ይች ጋለሞታ ሸራፋ አሮጊት ያለችበ አካባቢ አማራ የማዳጋስካር ድቃላ በቅርቡ ዋጋሽን ታገኛለሽ እበታም ጋላ አህያ,Individual
ያህል ቢጠማሽ እንደዚ ሽርሙጥናውን ቲውተር የተቆጣጠርሽው ይታረቅሽ,Non-Racist
አፈሩን ያቅልልህ,Non-Racist
በትላንትናው ዕለት ቻግኒ ከተማን ሲያቋርሱ ከምሽቱ 1:30 ሲል ንፁሐን ጨፍጫፊው የብልጽግና ወራሪ ፋሽስት ሀይል ጋር አብረው የነበሩ በአገው ታጣቂዎች ደሴ የሚባልን የሬስቶራንት ባለቤት ከቤተሰቡጋ እያለ ተኩስ በመክፈት እሱ ሲሞት ሲገድሉ ሌሎች ቤተሰቦቹ ላይ ጉዳት ደርሷል ቻግኒ ከተማ ላይ ምንም ከዚ በፊትም ማንነትን መሰረት ያደረገ ዝርፊያ ፣ ግድያ ፣ አፈና ሲደረግ ቆይቷል አሁንም እንደቀጠለ ነው እናም ለሚመለከተው አድርሱልን ሁሉም ለመፋለም እንዲሁም የከተማው ኗሪ ፋኖን በጉጉት እየጠበቀ ነው,Country
ስለዚህ ለፋኖ ከወታደራዊ ጠቀሜታ አንጻር ደሴ ተያዘች ማለት ኮምቦልቻ ተያዘች ማለት ስለሆነ ሞት ነው ወጥር ፋኖ,Individual
በተጨማሪ አልሰማ ባሉ ባንዳ ሚናሻዎች ቤት ላይ የመጀመሪያ ዙር አስተማሪ እርምጃዎች ተወስዶዋል በቀጣይ ካልተመለሱ የማያዳግም ቅጣት ይጠብቃቸዋል,Regional
ኦሮሞስ አይታማም ቆሻሻ እንኳን አታችሁ ተሰዳችሁ የመጣችሁ ስደተኞች እናንተ አማሮች ናችሁ,Regional
ለሙስሊም ለኦሮሞ የማቶን ገደል ትግባ ካልኖርንባት ትሰራለች ቄሮ መፍረስ ግድ እዳይሰጥህ ትግልህን ከግብ አደርሰው,Country
የዋልታ ሚድያ ሰራተኛ ዋነኛው የውሸት አሰራጭ ዘረኝነት ሰባኪ እልም የጥፋት ሚድያ አይተናል ንፍጣም ሁሏ,Individual
እማይጠቁሙትን እናርግ ልቅ የሰደድናቸው,Non-Racist
ለአማራ ባንዳ ሕዝብ ቅንጣት ርህራሄ የሚባል አያስፈልግም,Regional
ክርስቶስ አብይን ያየከው,Country
የኢየሱስ ክርስቶስ ልደት,Non-Racist
በሰው ሳንባ መተንፈስ ስናይ ከገዳየቹ የኛው ድኩማኖች ዋነኛ ጠላቶቻችን ምድረ ተላላኪ ብለው አንብቡ የተባሉትን ያንብቡ,Non-Racist
ሃሳብህ በጥቅሉ ዘሩን መውደድ ዘረኝነት የዘረኝነት አስተሳሰብ የሚፈጠረው ስኖር ዘረኝነት እንድፈጠር ከሚሆኑት ምክንያቶችን እስኪ ጨምረህ አብራራልኝ,Non-Racist
ወንጌል ስበኩ እግዚአብሄር መንገድ ተመለሱ ካልተመለሳችሁ አሁንም ዋጋ ያስከፍላል,Non-Racist
በሰው ሳንባ መተንፈስ ስናይ ከገዳየቹ የኛው ድኩማኖች ዋነኛ ጠላቶቻችን ምድረ ተላላኪ ብለው አንብቡ የተባሉትን ያንብቡ,Non-Racist
ሲካሄድ ያልዘገበ,Non-Racist
ባንዳ እውነትን አምርሮ ይጠላልና,Non-Racist
ሴቶች ሆነው ከወንዶች እኩል ካልሆን የሚሉት,Country
ከተማዋ አሁን በፋኖ እጅ ነች፣ በዚህ ሰዓት የተጨነቀ ሰራዊት ከሩቅ ሆኖ ከባድ መሳሪያ እያስወነጨፈ ይገኛል,Country
የወንድ እዳ አለባት ስለዚህ ወንድን ከማገልገል ውጭ አማራጭ የላትም,Country
በቁም መጥተው በክንደ ነበልባሉ ፋኖ ታጭደው ተረፍርፈው እሬሳቸው አግድም እንደ ፍልጥ ተጭነው ይወጣሉ,Individual
ማረግ ያለበት ለኦሮሞውም ለአማራው ያስታጥቀውና ይጨፋጨፍ የሞተው ሞቶ የተረፈውም ተርፎ የቀረው ተከባብሮ ይኖራል ምክኒያቱም ከዛሬ ነገ በተስፋ ለውጥ ይመጣል እያልን ሸሸንም ፈራንም ለውጥ ላይኖረው ገሎ መሞት አማራጭ ፈጧል ተሸራርፎ መሞት ይበቃናል,Country
ጋላ በአማራ ፈሷን እየፈሳችበት,Regional
ዋልታወች ባለፉት ሶስት የመከራ አመታት በሚያሳዝን መልኩ ህዝቦች በማንነታቸውና በእምነታቸው ሲገደሉና ሲፈናቀሉ ይህንን አስነዋሪ ተግባር ለመኮነን አቅም አጣቹህ,Regional
የጁንታውን መሪወች ለጠቆመ ሚሊዮን ማበረታቻ ተዘጋጅቷል ባህር ታሀሳስ አብመድ የመከላከያ ህብረት መረጃ መምሪያ ሀላፊ ሌተናል ጀኔራል አስራት ደኔሮ ትህነግ በመከላከያ ሰራዊት ፌደራል ፖሊስና በንፁሀን ጭፍጨፋ አካሂዷል በተወሰደው ወታደራዊ የህግ ማስከበር ዘመቻ ሀይሎች ደምስሶ መሪወችን መበተን ተችሏል ከተደበቀበት ስፍራ በአጭር ለህግ ለማቅረብ እያደረገ እንድቀጥል ቀርቧል ኢትዮጵያዊ የጁንታውን መሪወች በመጠቆም የዜግነት ሀላፊነት እንድወጣ ሌተናል ጀኔራል አስራት ጠይቀዋል ለሚጠቁሙ ዜጎችም ሚሊዮን ማበረታቻ ደሀንነታቸው ተጠብቆ በሚስጥር ይሰጣቸዋል ተብሏል ጥቆማውን የሚቀበሉት የሰራዊቱ አመራሮች የፌደራልና የክልል የፀጥታ ሀይሎች በትብብር ይሰራል ዘጋቢ ዘመኑ ታደለ ከአድስአበባ,Individual
ጋላ በነገሰ የተበላሸው ኦርቶዶክስ ሃይማኖት የተደፈረው የተዋረደው,Regional
ሙሉ የሚዝናናበት ለመዝናናት ከአቅሟ ልጅን የሚያዝናናት ህፃን የሚያዝናናው ሂደት ለምሳሌ የጎረቤት ልደት የሚያከብርበት ውስዳት ብሏት ጣፋጭ ታሳልፋለች ቀጥሎ ላይብረሪ ውሳዳት ስታዛጋ ትውላለች,Country
ይሙት ከዋልታ ቆሻሻና ዘረኛ በኢትዮጵያዊነት ካባ ስር መወሸቁ ዘረኛነታቹህን አይደብቀውም,Individual
የተከበራቹሁ ውድ ኢትዮጵያውያን,Non-Racist
የጥምቀት አደጋ ለማድረስ ሲንቀሳቀሱ የኦነግ አባላት በቁጥጥር ውለዋል በሀረሪ ጠያራ በሚባል አካባቢ በቁጥጥር የዋሉት ኦነግ ታጣቂወች በክርስትና እምነት ተከታዮች በሚከበረው የጥምቀት አደጋ ለማድረስ አቅደው ሲንቀሳቀሱ በኢፌድሪ መከላከያ ሰራዊት የምስራቅ መምሪያ የሰብአዊ መረጃ ሀላፊ ኮረኔል ደቻሳ በቁጥጥር ዋሉት የኦነግ ታጣቂወች የቡድን ኢብሳ መሀመድ ተልእኮ ለመፈፀም የተሰማራው ምእራብ ወለጋ ሰልጥኖ ከተመለሰ የኦነግ ቡድን አባል ገልፆ የእሱ ሀላፊነት በሀረር በድሬዷ በሀረማያና በአወዳይ ከተሞች አባላትን መልምሎ ጥፋት ቡድኑ በማቀላቀል ሀይል የማደራጀት ይናገራል የቡድኑ አባልና ለጥፋት ተልኮው ሲንቀሳቀስ ከቡድን መሪው ኢብሳ መሀመድ በቁጥጥር የዋለው ዩሱፍ አህመድ ወደዚህ ቡድን የተቀላቀለው በመልማዮቹ በተነገረው የተሳሳተ ትርክት ተገፋፍቶ በመግለፅ መሰሎቹ የጥፋት መንገድ እጃቸውን ለመንግስት በመስጠት ሰላማዊ ህይወት እንድመለሱ መክረዋል የኦነግ የጥፋት ቡድን አባላት በቁጥጥር በማዋል ሂደት የህረተሰቡ የነቃ ትልቅድርሻ እንደነበረው የጠቀሱት የምስራቅ መምሪያ የሰብአዊ መረጃ ሀላፊ ኮረኔል ደቻሳ ገልፀው ህብረተሰቡ የራሱን ሰላም በማስጠበቅ ከፀጥታ ሀይሎች ተቀናጅቶ የጀመረውን መቀጠል አለበት ዘጋቢ ሄኖክ ዘነበ የቪድዮ መረጃወችን ለማግኘት ትክክለኛውን የዩቲውብ ቻናላችንን ሰብስክራይ ያድርጉ ፈጣን መረጃወችን ለማግኘት ትክክለኛውን የቴሌግራም ቻናላችንን ይቀላቀሉ,Individual
የጁንታ አመራሮች አድዋ የግእዝ ሚድያ ምንጮች ገለፁ መከለከያ ሰራዊት በአድዋ የተጠና ኦፕሬሽን በመስራት የጁንታው አመራሮች ሊይዛቸው,Individual
በወልዲያ ልክ እንደቆቦ ተመሳሳይ ሁኔታ ነው ያለው,Non-Racist
ባንድነት ይዞሀል,Non-Racist
ኦርቶዶክሳዊ አሸባሪወች የዘመድኩን በቀለ ቤተሰቦች ሸይጧን በሰው ተመስሎ ሲመጣ ማንን ይመስላል ከተባለ ከሰሜን ደብተራ አይዘልም መስቀሉ ሰለቻቸው በመሳሪያ ማሳለም ጀምረዋል ደብተራ,Country
አገዛዙ ከህወሃቶች ጋር ባደረገው ስምምነት መሰረት ምን አልባት፣ ቀስ በቀስ ራያን እየለቀቀ ለትግራይ መስተዳደር ወደ ማስተላለፍ ሊሄድ እንደሚችል ብዙዎች ይናግራሉ,Country
ሴቶች ራሳቸውን በመወሰብ ያረካሉ ባሌን እያሰብኩ በወሲብ ራሴን በራሴ አረካለሁ,Country
ሆዳደር ፈሪወች ስለሆኑ,Non-Racist
የኦሮሞ እስላሞች ግፍ ፈፅመዋል ኢትየጵያን እነዚህ የኦሮሞ እስላሞች እየተለቀሙ ይወገዱ,Regional
የኦነግ የስነ ስርአት ቁጥጥር ኮሚቴን በሊቀመንበርነት የሚመሩት አለማየሁ ከእስር ተለቀዋል አለማየሁ ተይዘው ቡራዩ ለእስር ከተወሰዱ ስምንት ሳምንት አካባቢ ቢቆጠርም ፍርድ አልቀረቡም መረጃ የደረሳቸው የምርጫ ቦርድ ሊቀመንበር ብርቱካን ሚድቅሳ የኦሮሚያ ርእሰ መስተዳድር ሽመልስ ደውለው አለማየሁ ለበርካታ ሳምንታት ፍርድ ሳይቀርቡ ለእስር መዳረጋቸው ቅሬታ እንደፈጠረባቸው መግለፃቸውን ሰምቷል ከርእሰ መስተዳደሩ በወጣ ከእስር እንድፈቱ አለማየሁ ከፖለቲካው ከሀያ አመት ተቋማት እንቅስቃሴ ይታወቃሉ የሳቸው መፈታት የኦነግና የኦፌኮ አመራርና አባሎች በእስር በመንገላታት የተቀሩትም የተቃዋሚ አመራሮችና የፖለቲካ እስረኞች እንድፈቱ ተመሳሳይ,Country
